route,slug,title,type,detected_state,detected_school,current_context_card,recommended_context,risk,action
/resources/religious-organization-scholarships-usa-college-students,religious-organization-scholarships-usa-college-students,Scholarships in the USA for College Students Funded by Religious Organizations,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/renew-merit-scholarships-every-year-usa,renew-merit-scholarships-every-year-usa,How College Students Can Renew Merit Scholarships Every Year in the USA,resource,,,no,none,low,skip
/resources/renew-scholarship-international-student,renew-scholarship-international-student,How to Renew Your Scholarship as an International Student,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/renewable-scholarships-international-students-usa,renewable-scholarships-international-students-usa,Renewable Scholarships for International Students in the USA: Where to Find Multi-Year Funding,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/research-assistantships-usa-international-students,research-assistantships-usa-international-students,Research Assistantships for International Students in the USA: How They Work and How to Find Them,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/research-grants-international-students-usa,research-grants-international-students-usa,Research Grants for International Students in the USA: Where to Find Funding,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/resident-scholarships-after-moving-states,resident-scholarships-after-moving-states,How College Students Can Qualify for Resident Scholarships After Moving States,resource,,,no,none,low,skip
/resources/rotary-peace-fellowship-international-students,rotary-peace-fellowship-international-students,"Rotary Peace Fellowship for International Students: Eligibility, Benefits, and How to Apply",resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-amounts-international-students-usa,scholarship-amounts-international-students-usa,How Much Money Can International Students Get From Scholarships in the USA?,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-application-checklist-college-students,scholarship-application-checklist-college-students,Scholarship Application Checklist for College Students: What to Prepare and When,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-application-checklist-international-students,scholarship-application-checklist-international-students,Scholarship Application Checklist for International Students,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-application-checklist-low-income-families,scholarship-application-checklist-low-income-families,Scholarship Application Checklist for Low Income Families: What to Prepare and When,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-application-tips-international-students,scholarship-application-tips-international-students,Essential Scholarship Application Tips for International Students,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-checklist-international-students,scholarship-checklist-international-students,Essential Scholarship Checklist for International Students,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-essay-international-student,scholarship-essay-international-student,How to Write a Scholarship Essay as an International Student: Practical Tips That Work,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-faq-international-students-visa-support,scholarship-faq-international-students-visa-support,Scholarship FAQ for International Students Who Need Visa Support,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-interview-tips-international-students,scholarship-interview-tips-international-students,Essential Scholarship Interview Tips for International Students,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-motivation-letter-examples-graduate-students,scholarship-motivation-letter-examples-graduate-students,Best Scholarship Motivation Letter Examples for Graduate Students,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-recommendation-letter-international-student,scholarship-recommendation-letter-international-student,How to Get a Scholarship Recommendation Letter as an International Student,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-resume-international-student,scholarship-resume-international-student,How to Build a Scholarship Resume as an International Student,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-scam-red-flags-fake-university-reps,scholarship-scam-red-flags-fake-university-reps,Scholarship Scam Red Flags: How to Identify Fake University Representatives,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-scam-red-flags-international-applicants-usa,scholarship-scam-red-flags-international-applicants-usa,Scholarship Scam Red Flags for International Applicants to the USA,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-scams-international-students-how-to-avoid,scholarship-scams-international-students-how-to-avoid,Scholarship scams international students how to avoid,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-transparency-checklist-graduate-applicants,scholarship-transparency-checklist-graduate-applicants,Scholarship Transparency Checklist for Graduate Applicants,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-transparency-checklist-stem-students,scholarship-transparency-checklist-stem-students,Scholarship Transparency Checklist for STEM Students,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-trust-international-students,scholarship-trust-international-students,Why Scholarship Trust Matters More for International Students,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-trust-signals-international-offices,scholarship-trust-signals-international-offices,Scholarship Trust Signals International Offices Should Look For,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarship-trust-signals-university-websites,scholarship-trust-signals-university-websites,Scholarship Trust Signals on University Websites: How Students Can Check Legitimacy,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-after-changing-majors-usa,scholarships-after-changing-majors-usa,How College Students Can Get Scholarships in the USA After Changing Majors,resource,,,no,none,low,skip
/resources/scholarships-after-losing-family-income,scholarships-after-losing-family-income,How College Students Can Find Scholarships After Losing Family Income,resource,,,no,none,low,skip
/resources/scholarships-after-low-gpa-recovery-usa,scholarships-after-low-gpa-recovery-usa,How College Students Can Get Scholarships in the USA After Low GPA Recovery,resource,,,no,none,low,skip
/resources/scholarships-com-alternatives-for-international-students,scholarships-com-alternatives-for-international-students,Exploring Alternatives to Scholarships.com for International Students,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-cover-health-insurance-international-students,scholarships-cover-health-insurance-international-students,Scholarships That Cover Health Insurance for International Students,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-cover-travel-costs-international-students,scholarships-cover-travel-costs-international-students,Scholarships That Cover Travel Costs for International Students,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-developing-countries,scholarships-developing-countries,Scholarships for International Students from Developing Countries: Best Funding Options,resource,,,no,none,low,skip
/resources/scholarships-grants-fellowships-international-students,scholarships-grants-fellowships-international-students,"Difference Between Scholarships, Grants, and Fellowships for International Students",resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-in-usa-for-international-students,scholarships-in-usa-for-international-students,Scholarships in the USA for International Students,resource,,,no,none,low,keep hidden
/resources/scholarships-international-students-disabilities,scholarships-international-students-disabilities,Scholarships for International Students with Disabilities: Funding Options and How to Apply,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-international-students-education,scholarships-international-students-education,Scholarships for International Students in Education: Real Funding Options,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-international-students-nursing,scholarships-international-students-nursing,Scholarships for International Students in Nursing: Where to Find Real Funding,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-international-students-us,scholarships-international-students-us,Scholarships for International Students in the US: Best Options and How to Apply,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-international-women-usa,scholarships-international-women-usa,Scholarships for International Women Studying in the USA: Real Funding Options,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-liberal-arts-colleges-usa,scholarships-liberal-arts-colleges-usa,How to Get Scholarships in Liberal Arts Colleges in the USA,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-living-expenses-international-students,scholarships-living-expenses-international-students,Scholarships That Cover Living Expenses for International Students: Best Fully Funded Options,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-no-gpa-international-students,scholarships-no-gpa-international-students,Scholarships With No GPA Requirement for International Students,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-stem-students-usa,scholarships-stem-students-usa,Scholarships for STEM Students in the USA: Best Funding Options and How to Apply,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-taxable-international-students-usa,scholarships-taxable-international-students-usa,Are Scholarships Taxable for International Students in the USA?,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-usa-accelerated-college-programs,scholarships-usa-accelerated-college-programs,Top Scholarships in the USA for College Students in Accelerated Programs,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-usa-college-students-living-off-campus,scholarships-usa-college-students-living-off-campus,Scholarships in the USA for College Students Living Off Campus,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-usa-community-college-students,scholarships-usa-community-college-students,Top Scholarships in the USA for Community College Students in 2024,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-usa-dancers,scholarships-usa-dancers,"Scholarships in the USA for Dancers: College, Ballet, and Performing Arts Funding",resource,,,no,none,low,skip
/resources/scholarships-usa-first-generation-college-students,scholarships-usa-first-generation-college-students,Top Scholarships in the USA for First Generation College Students,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-usa-first-generation-immigrant-families,scholarships-usa-first-generation-immigrant-families,Top Scholarships in the USA for First Generation Immigrant Families,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-usa-graduate-entrepreneurs,scholarships-usa-graduate-entrepreneurs,Top Scholarships in the USA for Graduate Students Who Are Entrepreneurs,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-usa-gymnasts,scholarships-usa-gymnasts,"Scholarships in the USA for Gymnasts: College Funding, NCAA Options, and Recruiting Tips",resource,,,no,none,low,skip
/resources/scholarships-usa-immigrant-college-students,scholarships-usa-immigrant-college-students,Top Scholarships in the USA for College Students Who Are Immigrants,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-usa-international-students-no-ielts-2026,scholarships-usa-international-students-no-ielts-2026,Top Scholarships in the USA for International Students Without IELTS in 2026,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-usa-low-income-students,scholarships-usa-low-income-students,Top Scholarships in the USA for Low-Income Students: Financial Aid Opportunities,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-usa-returning-college-students,scholarships-usa-returning-college-students,Top Scholarships in the USA for College Students Returning After a Gap,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-usa-single-fathers-college,scholarships-usa-single-fathers-college,Top Scholarships in the USA for Single Fathers Pursuing College,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-usa-single-mothers-college,scholarships-usa-single-mothers-college,Scholarships in the USA for Single Mothers in College: Real Funding Options,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-usa-stem-students,scholarships-usa-stem-students,Scholarships in the USA for STEM Students: Best Options and How to Apply,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/scholarships-usa-swimmers,scholarships-usa-swimmers,Scholarships in the USA for Swimmers: College Funding Options and How to Qualify,resource,,,no,none,low,skip
/resources/scholarshiptop-vs-fastweb-international-students,scholarshiptop-vs-fastweb-international-students,Comparing ScholarshipTop and Fastweb for International Students,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/state-university-scholarships-international-students,state-university-scholarships-international-students,Scholarships for International Students at State Universities: Where to Look and How to Apply,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/stem-scholarship-personal-statement-examples,stem-scholarship-personal-statement-examples,Best Scholarship Personal Statement Examples for STEM Students,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/stem-scholarships-guide,stem-scholarships-guide,STEM Scholarships Guide,resource,,,no,none,low,keep hidden
/resources/summer-semester-scholarships-usa-college-students,summer-semester-scholarships-usa-college-students,Top Scholarships in the USA for College Students Attending Summer Semesters,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/teaching-assistantships-international-students,teaching-assistantships-international-students,Teaching Assistantships for International Students: How They Work,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/toefl-score-us-scholarships,toefl-score-us-scholarships,Do You Need a TOEFL Score for US Scholarships? What International Students Should Know,resource,,,no,none,low,skip
/resources/track-scholarship-deadlines-international-student,track-scholarship-deadlines-international-student,How to Track Scholarship Deadlines as an International Student,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/transfer-student-scholarships-usa,transfer-student-scholarships-usa,How College Students Can Get Scholarships in the USA After Transferring,resource,,,no,none,low,skip
/resources/trusted-fast-decision-scholarships-usa,trusted-fast-decision-scholarships-usa,Trusted Scholarships in the USA for College Students With Fast Decisions,resource,,,no,none,low,skip
/resources/trusted-merit-scholarships-usa-college-students,trusted-merit-scholarships-usa-college-students,Trusted Scholarships in the USA for College Students With Merit-Based Support,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/trusted-need-based-scholarships-usa,trusted-need-based-scholarships-usa,Trusted Scholarships in the USA for College Students With Need-Based Support,resource,,,no,none,low,skip
/resources/trusted-renewable-scholarships-usa-college-students,trusted-renewable-scholarships-usa-college-students,Trusted Renewable Scholarships in the USA for College Students,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/trusted-usa-graduate-scholarships-donor-transparency,trusted-usa-graduate-scholarships-donor-transparency,Trusted Scholarships in the USA for Graduate Students With Donor Transparency,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/trusted-usa-graduate-scholarships-verified-alumni-outcomes,trusted-usa-graduate-scholarships-verified-alumni-outcomes,Trusted Scholarships in the USA for Graduate Students With Verified Alumni Outcomes,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/trusted-usa-scholarships-published-winners,trusted-usa-scholarships-published-winners,Trusted Scholarships in the USA for College Students With Published Winners,resource,,,no,none,low,skip
/resources/tuition-waiver-vs-scholarship-international-students,tuition-waiver-vs-scholarship-international-students,Tuition Waiver vs Scholarship: What’s the Difference for International Students?,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/tutoring-experience-scholarship-chances,tutoring-experience-scholarship-chances,How College Students Can Use Tutoring Experience to Improve Scholarship Chances,resource,,,no,none,low,skip
/resources/un-scholarships-international-students,un-scholarships-international-students,UN Scholarships for International Students: Real Study Opportunities and Funding Paths,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/unesco-fellowships-international-students,unesco-fellowships-international-students,UNESCO Fellowships for International Students: What to Know and How to Apply,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/university-emergency-grants-international-students,university-emergency-grants-international-students,How to Apply for University Emergency Grants as an International Student,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/university-vs-external-scholarships-usa,university-vs-external-scholarships-usa,"University Scholarships vs External Scholarships in the USA: Key Differences, Pros, and How to Choose",resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/us-engineering-scholarships-no-experience,us-engineering-scholarships-no-experience,Top Scholarships in the USA for Engineering Students Without Experience,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-alumni-donor-scholarships-college-students,usa-alumni-donor-scholarships-college-students,Scholarships in the USA for College Students Funded by Alumni Donors,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-college-freshmen-strong-grades-scholarships,usa-college-freshmen-strong-grades-scholarships,Scholarships in the USA for College Freshmen With Strong Grades,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-college-grants-financial-hardship,usa-college-grants-financial-hardship,Grants in the USA for College Students Facing Financial Hardship,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-college-juniors-studying-abroad-scholarships,usa-college-juniors-studying-abroad-scholarships,Scholarships in the USA for College Juniors Studying Abroad: Real Funding Options,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-college-leadership-scholarships,usa-college-leadership-scholarships,Scholarships in the USA for College Students With Campus Leadership Roles,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-college-senior-scholarships-debt-free,usa-college-senior-scholarships-debt-free,Scholarships in the USA for College Seniors Finishing Degree Debt Free,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-college-sophomore-renewal-scholarships,usa-college-sophomore-renewal-scholarships,Scholarships in the USA for College Sophomores Looking for Renewal Funding,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-college-student-capstone-project-grants,usa-college-student-capstone-project-grants,Grants in the USA for College Students Funding Capstone Projects,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-college-student-conference-funding-grants,usa-college-student-conference-funding-grants,Grants in the USA for College Students Funding Conference Participation,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-college-student-research-travel-grants,usa-college-student-research-travel-grants,Grants in the USA for College Students Funding Research Travel,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-college-textbook-support-grants,usa-college-textbook-support-grants,Grants in the USA for College Students Needing Textbook Support,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-community-college-transfer-scholarships,usa-community-college-transfer-scholarships,Scholarships in the USA for Community College Students Transferring to University,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-dual-degree-scholarships,usa-dual-degree-scholarships,Scholarships in the USA for College Students in Dual Degree Programs,resource,,,no,none,low,skip
/resources/usa-engineering-student-scholarships,usa-engineering-student-scholarships,Scholarships in the USA for Engineering Students: Best Options and How to Apply,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-foster-care-student-scholarships,usa-foster-care-student-scholarships,Scholarships in the USA for College Students From Foster Care Backgrounds,resource,,,no,none,low,skip
/resources/usa-full-ride-scholarships-college-students,usa-full-ride-scholarships-college-students,Scholarships in the USA for College Students With Full Ride Opportunities,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-graduate-nursing-scholarships,usa-graduate-nursing-scholarships,Scholarships in the USA for Graduate Students Who Are Nurses: Real Funding Options,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-graduate-scholarships-for-teachers,usa-graduate-scholarships-for-teachers,Scholarships in the USA for Graduate Students Who Are Teachers: Real Funding Options,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-graduate-scholarships-full-tuition,usa-graduate-scholarships-full-tuition,Scholarships in the USA for Graduate Students Who Need Full Tuition Coverage,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-graduate-scholarships-health-insurance,usa-graduate-scholarships-health-insurance,Trusted Scholarships in the USA for Graduate Students With Health Insurance,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-graduate-scholarships-industry-experience,usa-graduate-scholarships-industry-experience,Best Scholarships in the USA for Graduate Students With Industry Experience,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-graduate-scholarships-travel-grants,usa-graduate-scholarships-travel-grants,Trusted Scholarships in the USA for Graduate Students With Travel Grants,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-graduate-scholarships-veterans,usa-graduate-scholarships-veterans,Scholarships in the USA for Graduate Students Who Are Veterans,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-graduate-social-work-scholarships,usa-graduate-social-work-scholarships,Scholarships in the USA for Graduate Students Who Are Social Workers,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-graduate-student-conference-grants,usa-graduate-student-conference-grants,Grants in the USA for Graduate Students Attending Conferences,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-graduate-student-publication-grants,usa-graduate-student-publication-grants,Grants in the USA for Graduate Students Publishing Papers: Funding Options and How to Apply,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-graduate-thesis-grants,usa-graduate-thesis-grants,Grants in the USA for Graduate Students Writing Theses: Real Funding Options,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-grants-graduate-students-field-research,usa-grants-graduate-students-field-research,Grants in the USA for Graduate Students Doing Field Research,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-honors-program-scholarships,usa-honors-program-scholarships,Scholarships in the USA for College Students in Honors Programs,resource,,,no,none,low,skip
/resources/usa-international-student-debate-scholarships,usa-international-student-debate-scholarships,Scholarships in the USA for International Students with Debate Awards,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-medical-nursing-scholarships,usa-medical-nursing-scholarships,Scholarships in the USA for Medical and Nursing Students: Trusted Funding Options,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-men-nursing-scholarships,usa-men-nursing-scholarships,Scholarships in the USA for Men in Nursing: Real Funding Options and How to Apply,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-online-college-student-scholarships,usa-online-college-student-scholarships,Scholarships in the USA for College Students Who Study Online,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-portfolio-scholarships-international-students,usa-portfolio-scholarships-international-students,Scholarships in the USA for International Students With Portfolio Only,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-professional-association-scholarships,usa-professional-association-scholarships,Scholarships in the USA for College Students Funded by Professional Associations,resource,,,no,none,low,skip
/resources/usa-robotics-team-leader-scholarships,usa-robotics-team-leader-scholarships,Scholarships in the USA for Robotics Team Leaders: Real Opportunities for STEM Student Leaders,resource,,,no,none,low,skip
/resources/usa-rowing-scholarships,usa-rowing-scholarships,Scholarships in the USA for Rowers: What to Know About College Rowing Aid,resource,,,no,none,low,skip
/resources/usa-scholarships-college-students-avoiding-student-loans,usa-scholarships-college-students-avoiding-student-loans,Scholarships in the USA for College Students Avoiding Student Loans,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-college-students-living-on-campus,usa-scholarships-college-students-living-on-campus,Scholarships in the USA for College Students Living on Campus,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-college-students-nonprofit-experience,usa-scholarships-college-students-nonprofit-experience,Scholarships in the USA for College Students With Nonprofit Experience,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-college-students-startup-projects,usa-scholarships-college-students-startup-projects,Scholarships in the USA for College Students With Startup Projects,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-cover-living-expenses-international-students,usa-scholarships-cover-living-expenses-international-students,Scholarships in the USA That Cover Living Expenses for International Students,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-first-generation-school-students,usa-scholarships-first-generation-school-students,Scholarships in the USA for School Students Who Are First in Family to Study Abroad,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-foster-care-students,usa-scholarships-foster-care-students,"Scholarships in the USA for Students From Foster Care: Grants, Waivers, and College Funding Options",resource,,,no,none,low,skip
/resources/usa-scholarships-high-school-sophomores-college-profiles,usa-scholarships-high-school-sophomores-college-profiles,Scholarships in the USA for High School Sophomores Building College Profiles,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-international-students-community-service,usa-scholarships-international-students-community-service,Scholarships in the USA for International Students With Community Service,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-international-students-interview,usa-scholarships-international-students-interview,Scholarships in the USA for International Students With Interview Only: What to Know,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-international-students-leadership,usa-scholarships-international-students-leadership,Scholarships in the USA for International Students With Leadership Experience,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-international-students-low-gpa,usa-scholarships-international-students-low-gpa,Best Scholarships in the USA for International Students With Low GPA,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-international-students-research-experience,usa-scholarships-international-students-research-experience,Scholarships in the USA for International Students With Research Experience,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-international-students-startup-projects,usa-scholarships-international-students-startup-projects,Scholarships in the USA for International Students With Startup Projects,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-international-students-without-act,usa-scholarships-international-students-without-act,Scholarships in the USA for International Students Without ACT: Real Options and How to Apply,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-international-students-without-sat,usa-scholarships-international-students-without-sat,Scholarships in the USA for International Students Without SAT: Real Options and How to Qualify,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-low-income-international-students,usa-scholarships-low-income-international-students,Scholarships in the USA for Low Income International Students: Real Funding Options,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-low-income-urban-students,usa-scholarships-low-income-urban-students,Scholarships in the USA for Students From Low-Income Urban Neighborhoods,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-military-family-college-students,usa-scholarships-military-family-college-students,Scholarships in the USA for College Students From Military Families,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-monthly-stipend-international-students,usa-scholarships-monthly-stipend-international-students,Scholarships in the USA With Monthly Stipend for International Students,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-scholarships-published-research,usa-scholarships-published-research,How College Students Can Get Scholarships in the USA With Published Research,resource,,,no,none,low,skip
/resources/usa-scholarships-research-assistant-experience,usa-scholarships-research-assistant-experience,Scholarships in the USA for College Students With Research Assistant Experience,resource,,,no,none,low,skip
/resources/usa-scholarships-working-full-time-college-students,usa-scholarships-working-full-time-college-students,Scholarships in the USA for College Students Working Full Time,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-school-student-international-exchange-grants,usa-school-student-international-exchange-grants,Grants for School Students in the USA for International Exchange: Real Funding Options,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-tennis-player-scholarships,usa-tennis-player-scholarships,Scholarships in the USA for Tennis Players: College Options and How to Qualify,resource,,,no,none,low,skip
/resources/usa-transfer-student-scholarships-community-college,usa-transfer-student-scholarships-community-college,Scholarships in the USA for Transfer Students From Community College,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/usa-volleyball-scholarships,usa-volleyball-scholarships,Scholarships in the USA for Volleyball Players: College Options and How to Qualify,resource,,,no,none,low,skip
/resources/usa-vs-canada-scholarships-which-is-better,usa-vs-canada-scholarships-which-is-better,USA vs Canada Scholarships: Which Is Better for International Students?,resource,,,no,none,low,skip
/resources/usa-women-stem-graduate-scholarships,usa-women-stem-graduate-scholarships,Scholarships in the USA for Graduate Students Who Are Women in STEM,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/verify-awards-with-university-financial-aid-offices,verify-awards-with-university-financial-aid-offices,How to Use University Financial Aid Offices to Verify Awards,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/volunteer-hours-improve-scholarship-chances,volunteer-hours-improve-scholarship-chances,How College Students Can Use Volunteer Hours to Improve Scholarship Chances,resource,,,no,none,low,skip
/resources/who-scholarships-international-public-health-students,who-scholarships-international-public-health-students,WHO Scholarships for International Public Health Students: Real Funding Options and Alternatives,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/win-local-scholarships-college-students-usa,win-local-scholarships-college-students-usa,How College Students Can Win Local Scholarships While Studying in the USA,resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/win-national-scholarships-while-studying-in-usa,win-national-scholarships-while-studying-in-usa,How College Students Can Win National Scholarships While Studying in the USA,resource,,,no,none,low,skip
/resources/world-bank-scholarships-international-students,world-bank-scholarships-international-students,"World Bank Scholarships for International Students: Programs, Eligibility, and How to Apply",resource,,,no,improve resolver / monitor,low,resolver candidate
/resources/write-better-scholarship-essays-usa,write-better-scholarship-essays-usa,How College Students Can Write Better Scholarship Essays for the USA,resource,,,no,none,low,skip
/resources/write-financial-need-statement-scholarship,write-financial-need-statement-scholarship,How to Write a Financial Need Statement for Scholarship Applications,resource,,,no,improve resolver / monitor,low,resolver candidate
