group,url,applicant_country,study_country,country,totalCountSnapshot,status,allowedForAds,robots,includeInSitemap,h1,metaTitle,qaNotes,reason,campaign_name,suggested_headline,suggested_description,geo_target,final_url,headline_1,headline_2,description,rank
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/colombia/study-in/colombia,Colombia,Colombia,,5,published_noindex,,,,Scholarships for Students from Colombia to Study in Colombia,,,published_noindex · qaNotes: low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/colombia/study-in/germany,Colombia,Germany,,96,manual_review,,,,Scholarships for Students from Colombia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/colombia/study-in/united-states,Colombia,United States,,14,published_noindex,,,,Scholarships for Students from Colombia to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/costa-rica/study-in/germany,Costa Rica,Germany,,91,manual_review,,,,Scholarships for Students from Costa Rica to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/costa-rica/study-in/united-states,Costa Rica,United States,,5,published_noindex,,,,Scholarships for Students from Costa Rica to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/cote-d-ivoire/study-in/germany,Côte d’Ivoire,Germany,,86,manual_review,,,,Scholarships for Students from Côte d’Ivoire to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/croatia/study-in/germany,Croatia,Germany,,88,manual_review,,,,Scholarships for Students from Croatia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/cuba/study-in/germany,Cuba,Germany,,89,manual_review,,,,Scholarships for Students from Cuba to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/cuba/study-in/united-states,Cuba,United States,,13,published_noindex,,,,Scholarships for Students from Cuba to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/cyprus/study-in/cyprus,Cyprus,Cyprus,,7,published_noindex,,,,Scholarships for Students from Cyprus to Study in Cyprus,,,published_noindex · qaNotes: low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/cyprus/study-in/germany,Cyprus,Germany,,79,manual_review,,,,Scholarships for Students from Cyprus to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/czechia/study-in/germany,Czechia,Germany,,90,manual_review,,,,Scholarships for Students from Czechia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/denmark/study-in/germany,Denmark,Germany,,82,manual_review,,,,Scholarships for Students from Denmark to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/denmark/study-in/united-states,Denmark,United States,,8,published_noindex,,,,Scholarships for Students from Denmark to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/dominican-republic/study-in/germany,Dominican Republic,Germany,,91,manual_review,,,,Scholarships for Students from Dominican Republic to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/dominican-republic/study-in/united-states,Dominican Republic,United States,,18,published_noindex,,,,Scholarships for Students from Dominican Republic to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/ecuador/study-in/germany,Ecuador,Germany,,89,manual_review,,,,Scholarships for Students from Ecuador to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/ecuador/study-in/united-states,Ecuador,United States,,5,published_noindex,,,,Scholarships for Students from Ecuador to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/egypt/study-in/germany,Egypt,Germany,,93,manual_review,,,,Scholarships for Students from Egypt to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/egypt/study-in/united-kingdom,Egypt,United Kingdom,,5,published_noindex,,,,Scholarships for Students from Egypt to Study in United Kingdom,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/egypt/study-in/united-states,Egypt,United States,,14,published_noindex,,,,Scholarships for Students from Egypt to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/el-salvador/study-in/germany,El Salvador,Germany,,89,manual_review,,,,Scholarships for Students from El Salvador to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/el-salvador/study-in/united-states,El Salvador,United States,,6,published_noindex,,,,Scholarships for Students from El Salvador to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/estonia/study-in/germany,Estonia,Germany,,84,manual_review,,,,Scholarships for Students from Estonia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/ethiopia/study-in/germany,Ethiopia,Germany,,89,manual_review,,,,Scholarships for Students from Ethiopia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/ethiopia/study-in/united-kingdom,Ethiopia,United Kingdom,,5,published_noindex,,,,Scholarships for Students from Ethiopia to Study in United Kingdom,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/ethiopia/study-in/united-states,Ethiopia,United States,,10,published_noindex,,,,Scholarships for Students from Ethiopia to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/european-union/study-in/united-kingdom,European Union,United Kingdom,,8,published_noindex,,,,Scholarships for Students from European Union to Study in United Kingdom,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/finland/study-in/germany,Finland,Germany,,82,manual_review,,,,Scholarships for Students from Finland to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/finland/study-in/united-states,Finland,United States,,7,published_noindex,,,,Scholarships for Students from Finland to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/france/study-in/france,France,France,,11,published_noindex,,,,Scholarships for Students from France to Study in France,,,published_noindex · qaNotes: low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/france/study-in/germany,France,Germany,,91,manual_review,,,,Scholarships for Students from France to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/france/study-in/switzerland,France,Switzerland,,6,published_noindex,,,,Scholarships for Students from France to Study in Switzerland,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/france/study-in/united-kingdom,France,United Kingdom,,5,published_noindex,,,,Scholarships for Students from France to Study in United Kingdom,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/france/study-in/united-states,France,United States,,18,published_noindex,,,,Scholarships for Students from France to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/georgia/study-in/germany,Georgia,Germany,,94,manual_review,,,,Scholarships for Students from Georgia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/germany/study-in/france,Germany,France,,8,published_noindex,,,,Scholarships for Students from Germany to Study in France,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/germany/study-in/germany,Germany,Germany,,14,manual_review,,,,Scholarships for Students from Germany to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist; low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/germany/study-in/italy,Germany,Italy,,5,published_noindex,,,,Scholarships for Students from Germany to Study in Italy,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/germany/study-in/spain,Germany,Spain,,8,published_noindex,,,,Scholarships for Students from Germany to Study in Spain,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/germany/study-in/switzerland,Germany,Switzerland,,9,published_noindex,,,,Scholarships for Students from Germany to Study in Switzerland,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/germany/study-in/united-kingdom,Germany,United Kingdom,,8,published_noindex,,,,Scholarships for Students from Germany to Study in United Kingdom,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/ghana/study-in/germany,Ghana,Germany,,90,manual_review,,,,Scholarships for Ghanaian Students to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/ghana/study-in/united-kingdom,Ghana,United Kingdom,,7,published_noindex,,,,Scholarships for Ghanaian Students to Study in the UK,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/ghana/study-in/united-states,Ghana,United States,,10,published_noindex,,,,Scholarships for Ghanaian Students to Study in the USA,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/greece/study-in/germany,Greece,Germany,,82,manual_review,,,,Scholarships for Students from Greece to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/guatemala/study-in/germany,Guatemala,Germany,,91,manual_review,,,,Scholarships for Students from Guatemala to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/guatemala/study-in/united-states,Guatemala,United States,,5,published_noindex,,,,Scholarships for Students from Guatemala to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/guinea/study-in/germany,Guinea,Germany,,85,manual_review,,,,Scholarships for Students from Guinea to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/haiti/study-in/germany,Haiti,Germany,,85,manual_review,,,,Scholarships for Students from Haiti to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/honduras/study-in/germany,Honduras,Germany,,89,manual_review,,,,Scholarships for Students from Honduras to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/honduras/study-in/united-states,Honduras,United States,,5,published_noindex,,,,Scholarships for Students from Honduras to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/hong-kong/study-in/hong-kong,Hong Kong SAR China,Hong Kong SAR China,,8,published_noindex,,,,Scholarships for Students from Hong Kong to Study in Hong Kong,,,published_noindex · qaNotes: low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/hungary/study-in/germany,Hungary,Germany,,87,manual_review,,,,Scholarships for Students from Hungary to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/iceland/study-in/germany,Iceland,Germany,,79,manual_review,,,,Scholarships for Students from Iceland to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/india/study-in/australia,India,Australia,,5,published_noindex,,,,Scholarships for Indian Students to Study in Australia,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/india/study-in/canada,India,Canada,,7,published_noindex,,,,Scholarships for Indian Students to Study in Canada,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/india/study-in/united-kingdom,India,United Kingdom,,13,published_noindex,,,,Scholarships for Indian Students to Study in the UK,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/indonesia/study-in/australia,Indonesia,Australia,,6,published_noindex,,,,Scholarships for Students from Indonesia to Study in Australia,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/indonesia/study-in/germany,Indonesia,Germany,,98,manual_review,,,,Scholarships for Students from Indonesia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/indonesia/study-in/india,Indonesia,India,,5,published_noindex,,,,Scholarships for Students from Indonesia to Study in India,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/indonesia/study-in/united-kingdom,Indonesia,United Kingdom,,5,published_noindex,,,,Scholarships for Students from Indonesia to Study in United Kingdom,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/indonesia/study-in/united-states,Indonesia,United States,,9,published_noindex,,,,Scholarships for Students from Indonesia to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/iran/study-in/germany,Iran,Germany,,85,manual_review,,,,Scholarships for Students from Iran to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/iran/study-in/iran,Iran,Iran,,5,published_noindex,,,,Scholarships for Students from Iran to Study in Iran,,,published_noindex · qaNotes: low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/iraq/study-in/germany,Iraq,Germany,,86,manual_review,,,,Scholarships for Students from Iraq to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/ireland/study-in/germany,Ireland,Germany,,84,manual_review,,,,Scholarships for Students from Ireland to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/ireland/study-in/ireland,Ireland,Ireland,,12,published_noindex,,,,Scholarships for Students from Ireland to Study in Ireland,,,published_noindex · qaNotes: low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/ireland/study-in/united-kingdom,Ireland,United Kingdom,,10,published_noindex,,,,Scholarships for Students from Ireland to Study in United Kingdom,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/ireland/study-in/united-states,Ireland,United States,,7,published_noindex,,,,Scholarships for Students from Ireland to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/israel/study-in/germany,Israel,Germany,,82,manual_review,,,,Scholarships for Students from Israel to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/israel/study-in/israel,Israel,Israel,,8,published_noindex,,,,Scholarships for Students from Israel to Study in Israel,,,published_noindex · qaNotes: low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/israel/study-in/united-states,Israel,United States,,12,published_noindex,,,,Scholarships for Students from Israel to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/italy/study-in/germany,Italy,Germany,,83,manual_review,,,,Scholarships for Students from Italy to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/italy/study-in/italy,Italy,Italy,,14,published_noindex,,,,Scholarships for Students from Italy to Study in Italy,,,published_noindex · qaNotes: low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/jamaica/study-in/germany,Jamaica,Germany,,86,manual_review,,,,Scholarships for Students from Jamaica to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/jamaica/study-in/united-kingdom,Jamaica,United Kingdom,,5,published_noindex,,,,Scholarships for Students from Jamaica to Study in United Kingdom,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/jamaica/study-in/united-states,Jamaica,United States,,16,published_noindex,,,,Scholarships for Students from Jamaica to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/japan/study-in/germany,Japan,Germany,,79,manual_review,,,,Scholarships for Students from Japan to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/japan/study-in/japan,Japan,Japan,,8,published_noindex,,,,Scholarships for Students from Japan to Study in Japan,,,published_noindex · qaNotes: low_volume_5_19_bucket; domestic_pair_not_primary_ads,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/japan/study-in/united-kingdom,Japan,United Kingdom,,5,published_noindex,,,,Scholarships for Students from Japan to Study in United Kingdom,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/japan/study-in/united-states,Japan,United States,,18,published_noindex,,,,Scholarships for Students from Japan to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/jordan/study-in/germany,Jordan,Germany,,89,manual_review,,,,Scholarships for Students from Jordan to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/kazakhstan/study-in/germany,Kazakhstan,Germany,,94,manual_review,,,,Scholarships for Students from Kazakhstan to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/kazakhstan/study-in/united-states,Kazakhstan,United States,,5,published_noindex,,,,Scholarships for Students from Kazakhstan to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/kenya/study-in/germany,Kenya,Germany,,90,manual_review,,,,Scholarships for Kenyan Students to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/kenya/study-in/united-kingdom,Kenya,United Kingdom,,6,published_noindex,,,,Scholarships for Kenyan Students to Study in the UK,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/kenya/study-in/united-states,Kenya,United States,,8,published_noindex,,,,Scholarships for Kenyan Students to Study in the USA,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/kuwait/study-in/germany,Kuwait,Germany,,70,manual_review,,,,Scholarships for Students from Kuwait to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/kyrgyzstan/study-in/germany,Kyrgyzstan,Germany,,90,manual_review,,,,Scholarships for Students from Kyrgyzstan to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/laos/study-in/germany,Laos,Germany,,94,manual_review,,,,Scholarships for Students from Laos to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/latvia/study-in/germany,Latvia,Germany,,85,manual_review,,,,Scholarships for Students from Latvia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/lebanon/study-in/germany,Lebanon,Germany,,88,manual_review,,,,Scholarships for Students from Lebanon to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/lesotho/study-in/germany,Lesotho,Germany,,85,manual_review,,,,Scholarships for Students from Lesotho to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/liberia/study-in/germany,Liberia,Germany,,85,manual_review,,,,Scholarships for Students from Liberia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/libya/study-in/germany,Libya,Germany,,88,manual_review,,,,Scholarships for Students from Libya to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/liechtenstein/study-in/germany,Liechtenstein,Germany,,76,manual_review,,,,Scholarships for Students from Liechtenstein to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/lithuania/study-in/germany,Lithuania,Germany,,85,manual_review,,,,Scholarships for Students from Lithuania to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/luxembourg/study-in/germany,Luxembourg,Germany,,82,manual_review,,,,Scholarships for Students from Luxembourg to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/malaysia/study-in/australia,Malaysia,Australia,,6,published_noindex,,,,Scholarships for Students from Malaysia to Study in Australia,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/malaysia/study-in/germany,Malaysia,Germany,,96,manual_review,,,,Scholarships for Students from Malaysia to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/malaysia/study-in/united-kingdom,Malaysia,United Kingdom,,6,published_noindex,,,,Scholarships for Students from Malaysia to Study in United Kingdom,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/maldives/study-in/germany,Maldives,Germany,,75,manual_review,,,,Scholarships for Students from Maldives to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/mali/study-in/germany,Mali,Germany,,86,manual_review,,,,Scholarships for Students from Mali to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/malta/study-in/germany,Malta,Germany,,79,manual_review,,,,Scholarships for Students from Malta to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/mexico/study-in/united-kingdom,Mexico,United Kingdom,,5,published_noindex,,,,Scholarships for Mexican Students to Study in the UK,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/moldova/study-in/united-states,Moldova,United States,,6,published_noindex,,,,Scholarships for Students from Moldova to Study in United States,,,published_noindex · qaNotes: low_volume_5_19_bucket,,,,,,,,,
NOINDEX,https://scholarshiptop.com/scholarships/for-students-from/morocco/study-in/germany,Morocco,Germany,,89,manual_review,,,,Scholarships for Students from Morocco to Study in Germany,,,manual_review · qaNotes: germany_cluster_manual_review; not_on_germany_index_allowlist,,,,,,,,,
